business_name,immediate_categories,parent_categories,price
Soup Nutsy,"Breakfast & Brunch, Soup, Salad",Restaurants,$
Sweet O'clock,"Tea Rooms, Desserts, Ice Cream & Frozen Yogurt",Food,$
Thai Elephant,Thai,Restaurants,$$
Locale Mercatto,Italian,Restaurants,$$
Mom's Korean Food,Korean,Restaurants,$
The Corner House Bistro,"Venues & Event Spaces, Steakhouses, Seafood","Restaurants,Event Planning & Services",$$$
Mitzi's Café,Breakfast & Brunch,Restaurants,$$
Wah Sing Seafood Restaurant,"Chinese, Seafood",Restaurants,$$
Tacorrito,Tex-Mex,Restaurants,$$
Get Well,Dive Bars,Bars,$$
BQM Burger Shoppe,Burgers,Restaurants,$$
Bar Reyna,"Cocktail Bars, Mediterranean","Restaurants,Bars",$$
Zipcar,"Car Share Services, Car Rental","Automotive,Hotels & Travel",
Art Square Cafe,"Breakfast & Brunch, Creperies, Coffee & Tea","Food,Restaurants",$$
Step Up Massage & Rehab - Adelaide,"Physical Therapy, Massage Therapy, Chiropractors",Health & Medical,
Bulk Barn,Grocery,Food,$$
Rahier Patisserie,"Patisserie/Cake Shop, Desserts, Bakeries",Food,$$
Wendy's,"Burgers, Fast Food",Restaurants,$
Ho Ho Barbeque,"Chinese, Barbeque",Restaurants,$
Espresso Bar in Galleria Italia,"Cafes, Desserts, Coffee & Tea","Food,Restaurants",
Stelvio,Italian,Restaurants,$$
Deluxe Boutique,Shopping,,$$$
The Mugshot Tavern,Bars,Nightlife,$$
Istanbul Cafe & Espresso Bar,"Turkish, Coffee & Tea, Internet Cafes","Food,Restaurants",$$
Luna Cafe,Breakfast & Brunch,Restaurants,$$
Booster Juice,Juice Bars & Smoothies,Food,$$
Philthy Philly's,"Poutineries, Sandwiches, Cheesesteaks",Restaurants,$$
Lobster Monster,Seafood,Restaurants,$$
Hooters,"Chicken Wings, American (Traditional), Sports Bars","Restaurants,Bars",
Pow Wow Cafe,"Canadian (New), Cafes",Restaurants,$$
Ibrahim B.B.Q. Shawarma,Middle Eastern,Restaurants,$
Dat Salon,Hair Salons,Beauty & Spas,$$
Coffee Culture,"Breakfast & Brunch, Coffee & Tea","Food,Restaurants",$
Motimahal,Indian,Restaurants,$
Toronto Christmas Market,Festivals,Arts & Entertainment,
Rosa Branca Cafe,Sports Bars,Bars,$$
Dog & Bear Pub,"Burgers, Sports Bars","Restaurants,Bars",$$
Fieramosca,Italian,Restaurants,$$$
El Arepazo,"Venezuelan, Sandwiches, Gluten-Free","Restaurants,Latin American",$$
Seoul House,Korean,Restaurants,$$
Pho Nam Dinh,Vietnamese,Restaurants,$
White Lily Diner,"Diners, Breakfast & Brunch",Restaurants,$$
Uncle Tetsu's Japanese Bake,"Desserts, Bakeries",Food,$$
African Palace,"Ethiopian, African",Restaurants,$$
Golden Griddle Restaurant,"Canadian (New), Breakfast & Brunch",Restaurants,$$
Three Little Pigs Sandwiches,Sandwiches,Restaurants,$$
Nando's,Portuguese,Restaurants,$$
Beauty Line,Nail Salons,Beauty & Spas,$
Kwan At York Mills,Dim Sum,Chinese,$$
Poke Wrap,"Hawaiian, Poke","Restaurants,Food",$$
Tortería San Cosme,Mexican,Restaurants,$$
Katsu Japanese Restaurant,"Sushi Bars, Japanese",Restaurants,$$
Banknote Bar,"American (Traditional), Bars, Italian","Restaurants,Nightlife",$$
Factory Girl,"Pizza, Italian",Restaurants,$$
The Fifth Social Club,"Social Clubs, Venues & Event Spaces","Event Planning & Services,Arts & Entertainment",
El Rincon Mexicano Restaurant,Mexican,Restaurants,$$
Ruelo Patisserie,"Coffee & Tea, Macarons, Bakeries","Food,Specialty Food",$$
Dufferin Mall,Shopping Centers,Shopping,$$
The Haam,"Mexican, Sushi Bars, Japanese",Restaurants,$$
Gallery Sushi,Sushi Bars,Restaurants,$$
Allan Gardens,Parks,Active Life,
Bun Saigon Vietnamese Restaurant,Vietnamese,Restaurants,$
Toronto Bodyworks,"Acupuncture, Massage Therapy, Massage","Beauty & Spas,Health & Medical",$$
Hard Rock Cafe,"Canadian (New), Music Venues, Burgers","Restaurants,Arts & Entertainment,Nightlife",$$$
Est West Cafe,Sandwiches,Restaurants,$
Belfast Love Public House,"Pubs, Irish Pub",Bars,$$
Hungary Thai Bar & Eatery Restaurant,"Thai, Hungarian, Vegetarian",Restaurants,$$
Mon K Patisserie,"Coffee & Tea, Bakeries",Food,$$
The Grand Hotel & Suites,Hotels,"Event Planning & Services,Hotels & Travel",$$
Carbonic Coffee,"Coffee & Tea, Coffee Roasteries, Cafes","Restaurants,Food",$
Hilton Garden Inn Toronto Downtown,Hotels,"Event Planning & Services,Hotels & Travel",$$
Marathon Donuts & Coffee Shop,"Coffee & Tea, Donuts",Food,$
Souk Tabule,"Soup, Middle Eastern, Salad",Restaurants,$$
PAT Central Market,"Korean, Grocery","Restaurants,Food",$
Epicure Cafe & Grill,"Canadian (New), Wine Bars, Italian","Restaurants,Bars",$$
N'awlins Jazz Bar & Dining,"American (Traditional), Cajun/Creole, Jazz & Blues","Restaurants,Arts & Entertainment,Nightlife",$$
CoCo Fresh Juice & Tea,"Bubble Tea, Juice Bars & Smoothies",Food,$
The Rolling Pin,Bakeries,Food,$$
Tallboys Craft Beer House,"Canadian (New), Burgers, Pubs","Restaurants,Bars",$$
Sambucas On Church,Italian,Restaurants,$$
Ninki Japanese Cuisine,"Sushi Bars, Japanese",Restaurants,$$
Clinton's,"Music Venues, Pubs","Bars,Arts & Entertainment,Nightlife",$$
The Bata Shoe Museum,Museums,Arts & Entertainment,
Threading Experts,"Skin Care, Threading Services, Waxing","Beauty & Spas,Hair Removal",$
Chew Chew's Diner,"Diners, Coffee & Tea, Breakfast & Brunch","Restaurants,Food",$$
Daddyo's Pasta & Salads,Italian,Restaurants,$$
Pappas Grill,"Greek, Mediterranean",Restaurants,$$
C'est Bon,"Thai, Chinese",Restaurants,$$
Loga's Corner,Himalayan/Nepalese,Restaurants,$
Pamier Kabob,Afghan,Restaurants,$$
Sushi Rock,"Sushi Bars, Japanese",Restaurants,$$
Ghazale,Middle Eastern,Restaurants,$
Grey Gardens,"Wine Bars, Canadian (New)","Restaurants,Bars",$$$
Chura Hair Salon,Hair Salons,Beauty & Spas,$$
Trinity Bellwoods Park,Parks,Active Life,
A-Game Cafe,"Tabletop Games, Cafes","Restaurants,Shopping",$
RH Toronto Courtyard Café,"Breakfast & Brunch, Salad",Restaurants,$$
Katana on Bay,"Asian Fusion, Sushi Bars, Japanese",Restaurants,$$$
SU&SHI Noodle Bar - Yorkdale,Japanese,Restaurants,$$
Lisbon By Night Restaurant,Portuguese,Restaurants,$$$
FuZen,"Sushi Bars, Japanese",Restaurants,$$
Tutti Matti Restaurant,"Wine Bars, Beer Bar, Italian","Restaurants,Bars",$$$
Tachi,"Sushi Bars, Japanese",Restaurants,$$$
Thor Espresso Bar,Cafes,Restaurants,$
Cam's Auto Service,"Auto Repair, Tires",Automotive,
Bandit Brewery,Breweries,Food,$$
Mykonos Mediterranean Grill,"Greek, Mediterranean",Restaurants,$$
Pain Perdu,"Bakeries, French","Restaurants,Food",$$
Super Hakka Restaurant,Chinese,Restaurants,$$
Budweiser Stage,"Music Venues, Stadiums & Arenas","Arts & Entertainment,Nightlife",$$
Sakawa Coffee & Japanese Restaurant,Japanese,Restaurants,$$
Rosalinda,"Mexican, Vegan",Restaurants,$$
Green Grotto,Tea Rooms,Food,$$
Essence of Life Organics,"Grocery, Health Markets","Food,Specialty Food",$$
Park Hyatt Toronto,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$$
Albert's Real Jamaican Foods,Caribbean,Restaurants,$$
Ladurée Boutique and Tea Salon,"Desserts, Tea Rooms, Macarons","Food,Specialty Food",$$$
Golden Patty,Bakeries,Food,$
Library Bar,"Lounges, Diners, Canadian (New)","Restaurants,Bars",$$$
Darvish Restaurant,Persian/Iranian,Restaurants,$$
Pat's Homestyle Jamaican Restaurant,Caribbean,Restaurants,$
Punto Gelato,"Ice Cream & Frozen Yogurt, Coffee & Tea",Food,$$
Firkin on Yonge,Pubs,Bars,$$
Blackbird Baking,Bakeries,Food,$$
Ferro Bar & Cafe,"Bars, Coffee & Tea, Italian","Restaurants,Food,Nightlife",$$
'ONO Poké Bar,"Poke, Hawaiian, Sushi Bars","Restaurants,Food",$$
Fresh Burger,Burgers,Restaurants,$$
Simit & Chai,"Bakeries, Coffee & Tea, Sandwiches","Restaurants,Food",$$
The Combine Eatery,"Canadian (New), Bars, Burgers","Restaurants,Nightlife",$$
Mariachi's Restaurant,Mexican,Restaurants,$$
Auld Spot Pub,Pubs,Bars,$$
Nakamori,"Asian Fusion, Sushi Bars, Japanese",Restaurants,$$$
Put A Cone On It,"Ice Cream & Frozen Yogurt, Coffee & Tea",Food,$
Sushi Time Japanese Restaurant,"Sushi Bars, Japanese",Restaurants,$$
Chacho's Fine Mexican Dining,Mexican,Restaurants,$$
The Miller Tavern,"Steakhouses, Bars, Seafood","Restaurants,Nightlife",$$
Gilaneh Restaurant,"Persian/Iranian, Middle Eastern, Kebab",Restaurants,$$
Green Papaya,Asian Fusion,Restaurants,$$
Crocodile Rock,Bars,Nightlife,$
Canton Chilli Restaurant,Chinese,Restaurants,$$
Rosedale Diner,"Diners, Breakfast & Brunch",Restaurants,$$
Sashimi Island,"Sushi Bars, Japanese",Restaurants,$$
Fonda Lola,Mexican,Restaurants,$$
Sultan of Samosas,Indian,Restaurants,$
Morgan's On the Danforth,Pubs,Bars,$$
LA Fitness,"Yoga, Trainers, Gyms",Fitness & Instruction,
Death in Venice Gelato,Ice Cream & Frozen Yogurt,Food,$$
Sushi Place,"Sushi Bars, Japanese",Restaurants,$$
Beauty Bar Medical Clinic,"Medical Spas, Skin Care, Weight Loss Centers","Beauty & Spas,Health & Medical",$$
Tucker's Marketplace,"American (Traditional), Buffets",Restaurants,$$
Ding Dong Pastries,"Bakeries, Chinese","Restaurants,Food",$
Pick 6ix,"Canadian (New), Bars","Restaurants,Nightlife",$$$
Timmie Doggie Outfitters,"Pet Stores, Pet Groomers","Pets,Pet Services",
Structube,"Home Decor, Furniture Stores",Home & Garden,$$
The Citizen,"Canadian (New), Cocktail Bars","Restaurants,Bars",$$
Kenzo,Ramen,Japanese,$$
Rendez-Vous,Ethiopian,Restaurants,$$
The Westerly,American (Traditional),Restaurants,$$
Chinese Dumpling House,Chinese,Restaurants,$
The Copper Chimney,Indian,Restaurants,$$
Frank’s Pizza House,"Pizza, Italian",Restaurants,$$
Bryan's BBQ Real Korean,"Barbeque, Korean",Restaurants,$$
Rancho Relaxo,Mexican,Restaurants,$
Nugateau Patisserie,"Desserts, Bakeries",Food,$$
Wind Mobile,Mobile Phones,Shopping,$$
Petite Thuet,"Desserts, Bakeries",Food,$$
Fynn's of Temple Bar,"Pubs, Irish, Lounges","Restaurants,Bars",$$
Caffino Ristorante,Italian,Restaurants,$$
KoJa Restaurant,Sushi Bars,Restaurants,$$
Craft Beer Market,"Beer Bar, American (Traditional)","Restaurants,Bars",$$
Duggan's Brewery,Breweries,Food,$$
La Boheme,"Desserts, Coffee & Tea, Bakeries",Food,$$
Queen Margherita Pizza - Baby Point,Pizza,Restaurants,$$
Shangrila Tibetan & Asian Cuisine,"Asian Fusion, Diners, Himalayan/Nepalese",Restaurants,$$
Uno Mustachio,"Sandwiches, Italian",Restaurants,$
Lan Sushi,"Sushi Bars, Japanese",Restaurants,$$
Bamiyan Kabob,Afghan,Restaurants,$$
Nunu Ethiopian Fusion,Ethiopian,Restaurants,$$
Tilted Kilt Pub & Eatery,"American (Traditional), Sports Bars, Pubs","Restaurants,Bars",$$
By The Way,"Mexican, Mediterranean, Middle Eastern",Restaurants,$$
Jim Chai Kee Wonton Noodle,"Soup, Chinese",Restaurants,$
Sugo,"Sandwiches, Cocktail Bars, Italian","Restaurants,Bars",$$
La Prep,"Breakfast & Brunch, Sandwiches",Restaurants,$$
Karahi Point,"Indian, Pakistani",Restaurants,
Chatime Scarborough,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies",Food,$
Asteria Souvlaki Place,Greek,Restaurants,$$
Pinky Nails & Spa,"Nail Salons, Day Spas",Beauty & Spas,$$
The Greek Grill,"Greek, Mediterranean",Restaurants,$$
The Vegan Extremist,"Indian, Vegan",Restaurants,
KFC,"Fast Food, Chicken Wings, Chicken Shop",Restaurants,$$
Ristorante Sotto Sotto,Italian,Restaurants,$$$
Esquire Restaurant,"Greek, Sandwiches, Salad",Restaurants,$$
Omg Oh My Gyro,"Falafel, Fast Food, Halal","Restaurants,Mediterranean",$
Chinese Traditional Buns,Chinese,Restaurants,$
Nails On Yonge,Nail Salons,Beauty & Spas,$$
Ozzy's Burgers,"Burgers, Fast Food, Sandwiches",Restaurants,$$
Bus Terminal Diner,"Diners, Breakfast & Brunch",Restaurants,$$
Com Tam Pho 168,Vietnamese,Restaurants,$
Fit For Life,"Sandwiches, Delis",Restaurants,$
Churrasco Villa Toronto's Original,Portuguese,Restaurants,$$
Venezia Bakery,"Bakeries, Delis","Restaurants,Food",$
Omaw,"American (Traditional), Bars, Southern","Restaurants,Nightlife",
El Almacen Yerba Mate Café,Coffee & Tea,Food,$
Pig Out BBQ,"American (Traditional), Barbeque, Sandwiches",Restaurants,$$
Free Times Cafe,"Middle Eastern, Salad, Sandwiches",Restaurants,$$
Pearl Court Restaurant,Chinese,Restaurants,$$
Evergreen Brick Works,Venues & Event Spaces,Event Planning & Services,
Saryo Cafe,Desserts,Food,$$
Little Pebbles,"Desserts, Coffee & Tea",Food,$
Dream Tips & Beauty,"Eyelash Service, Nail Salons, Waxing","Beauty & Spas,Hair Removal",$$
Imonay House Restaurant,Korean,Restaurants,$$
Wide Open,"Music Venues, Dive Bars","Bars,Arts & Entertainment,Nightlife",$
Le Paradis Brasserie Bistro,"Wine Bars, Brasseries, French","Restaurants,Bars",$$
Dazzling Cafe,"Desserts, Coffee & Tea, Waffles","Restaurants,Food",$$
Aria Ristorante,Italian,Restaurants,$$$
New Da Fu Seafood Cuisine 新大福海鮮酒樓,"Seafood, Dim Sum","Restaurants,Chinese",$$
Thobors Boulangerie Patisserie Café,"Desserts, Macarons, Bakeries","Food,Specialty Food",$$
Ardo Restaurant,"Pizza, Seafood, Italian",Restaurants,$$$
Omni Palace Noodle House,Noodles,Restaurants,$$
Viva Napoli,"Pizza, Italian",Restaurants,$$
Big Slice Restaurant,"Pizza, Italian",Restaurants,$$
Le Baratin,French,Restaurants,$$
Fifth Pubhouse,"Canadian (New), Bars","Restaurants,Nightlife",$$
Monga Fried Chicken,Taiwanese,Restaurants,$$
Vivoli,Italian,Restaurants,$$
The Roy Public House,Pubs,Bars,$$
Pie Squared,"British, Breakfast & Brunch, Fast Food",Restaurants,$
MYNC Lash Lounge and Brow Bar,"Makeup Artists, Eyelash Service",Beauty & Spas,$$$
Crafted Coffee,Coffee & Tea,Food,$
United Bakers Dairy Restaurant,"Middle Eastern, Salad, Sandwiches",Restaurants,$$
Pho King Fabulous!,Vietnamese,Restaurants,$$
Global Pet Foods,Pet Stores,Pets,
Spin Dessert Cafe Vaughan,"Desserts, Cafes","Restaurants,Food",$$
Vagabondo Italian Ristorante+Lounge,Italian,Restaurants,$$
Shoeless Joe's Sports Grill - King & Duncan,"Burgers, Sports Bars, Beer Bar","Restaurants,Bars",$$
Mai Bistro,"Asian Fusion, Tapas/Small Plates, Latin American",Restaurants,$$
Souvlaki Hut,Greek,Restaurants,$$
Epic Burgers and Waffles,Burgers,Restaurants,
New York Subs & Burritos,"Mexican, Sandwiches, Kebab",Restaurants,$
KOS Restaurant,Breakfast & Brunch,Restaurants,$$
Sweaty Betty's,Dive Bars,Bars,$$
Residence Inn Toronto Downtown/Entertainment District,Hotels,"Event Planning & Services,Hotels & Travel",$$
Chino Locos,Mexican,Restaurants,$
The Works,"Burgers, Salad, Poutineries",Restaurants,$$
Sushi Club,Sushi Bars,Restaurants,$
Trinity Common,Bars,Nightlife,$$
Bi Bim Bap,Korean,Restaurants,$$
Grenadier Cafe,"Breakfast & Brunch, Cafes",Restaurants,$$
The Cupcake Shoppe,Bakeries,Food,$$
Supermarket Restaurant and Bar,"Canadian (New), Tapas/Small Plates, Dance Clubs","Restaurants,Nightlife",$$
Pumpernickel's,"Breakfast & Brunch, Sandwiches, Delis",Restaurants,$
Sweet Pete's Bike Shop,"Bikes, Bike Rentals, Bike Repair/Maintenance","Sporting Goods,Local Services,Active Life",$$
Morning Glory Cafe,Breakfast & Brunch,Restaurants,$$
Artful Dodger Pub,Pubs,Bars,$$
Tilt,"Bars, Latin American, Arcades","Restaurants,Arts & Entertainment,Nightlife",$
Massey Hall,Music Venues,"Arts & Entertainment,Nightlife",$$
Hotel Ocho,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$
Pizza-Pide,"Turkish, Pizza",Restaurants,$
Kim Nails and Spa,"Skin Care, Nail Salons, Waxing","Beauty & Spas,Hair Removal",$$
1915 Lan Zhou Ramen,"Ramen, Chinese","Restaurants,Japanese",$
One Love Vegetarian,"Caribbean, Vegetarian",Restaurants,$$
401 Games Toys & Sportscards,"Tabletop Games, Video Game Stores","Books, Mags, Music & Video,Shopping",$$
Fiorentina,"Desserts, Breakfast & Brunch, French","Restaurants,Food",$$
Bar 244,"Bars, Dance Clubs",Nightlife,$
Yoga Tree,"Yoga, Trainers",Fitness & Instruction,
TIFF Bell Lightbox,Cinema,Arts & Entertainment,
Prayosha Threading & Wax Bar,"Threading Services, Waxing",Hair Removal,$
Remarkable Bean,Coffee & Tea,Food,$
Roll & Roll by JC Mart,Sushi Bars,Restaurants,$
The Boil Bar,"Seafood, Cajun/Creole",Restaurants,$$
Tre Mari Bakery,"Delicatessen, Bakeries, Italian","Restaurants,Food",$
Slab Burgers,Burgers,Restaurants,$$
Kebab 49,Turkish,Restaurants,$$
Aviv Restaurant,Mediterranean,Restaurants,$$
Perfect Threading & Beauty Salon,"Skin Care, Threading Services, Waxing","Beauty & Spas,Hair Removal",$
Dino's Wood Burning Pizza,Pizza,Restaurants,$$
Akai Sushi,"Sushi Bars, Japanese",Restaurants,$$
Kung Fu Tea,Bubble Tea,Food,
Dumpling King,Chinese,Restaurants,$
BIWON,Korean,Restaurants,$
T-Buds,"Desserts, Tea Rooms",Food,$$
Black Canary Espresso Bar,Coffee & Tea,Food,$
UNIUN,"Lounges, Dance Clubs","Bars,Nightlife",$$
Noodle King,"Chinese, Noodles",Restaurants,$
Aritzia,"Women's Clothing, Accessories",Fashion,$$$
Ichiban Asian AYCE,"Sushi Bars, Japanese",Restaurants,
Plentea,"Tea Rooms, Coffee & Tea",Food,$$
Maple Leaf Tavern,"American (Traditional), Bars, Breakfast & Brunch","Restaurants,Nightlife",$$$
Smoke Bourbon Bar-B-Q House,Barbeque,Restaurants,$$
Xola Mexican Food,Mexican,Restaurants,$$
Aztec's Mine,Mexican,Restaurants,$$
Kitten and the Bear,"Coffee & Tea, Specialty Food",Food,$$
Shanghai Dim Sum,Chinese,Restaurants,$$
Frida Brow Bar,"Skin Care, Hair Removal",Beauty & Spas,$$
Gabby's Bar and Grill,"Canadian (New), Bars, Seafood","Restaurants,Nightlife",$$
Crews & Tangos,Gay Bars,Bars,$$
La Bamboche,Bakeries,Food,$$$
Mr Jerk,"Bakeries, Caribbean, Chinese","Restaurants,Food",$
DoubleTree by Hilton Hotel Toronto Downtown,Hotels,"Event Planning & Services,Hotels & Travel",$$
Richtree Eaton Centre,"Canadian (New), Beer, Wine & Spirits, Specialty Food","Restaurants,Food",$$
Tapas At Embrujo,"Spanish, Tapas/Small Plates, Tapas Bars",Restaurants,$$$
Fusaro's,"Pizza, Italian",Restaurants,$$
Lick It Gelato,"Ice Cream & Frozen Yogurt, Desserts",Food,$$
Salad House,Salad,Restaurants,$
MEXITACO,"Mexican, Cocktail Bars, Latin American","Restaurants,Bars",$$
Hue's Kitchen,Vietnamese,Restaurants,$
Amato Pizza,Pizza,Restaurants,$$
Toronto Popcorn Company,Specialty Food,Food,$
Casa Deluz Banquet Hall,Chinese,Restaurants,$$
The Rushton,"Cocktail Bars, Seafood, French","Restaurants,Bars",$$
The Dakota Tavern,"Music Venues, Dive Bars","Bars,Arts & Entertainment,Nightlife",$$
Rachel's Coffee House,"Desserts, Coffee & Tea, Bakeries",Food,$$
Hina Sushi,Japanese,Restaurants,$$
Foggy Dew Irish Pub,"Pubs, Irish","Restaurants,Bars",$$
Valens Restaurant,Italian,Restaurants,$$
Sushi Run,"Sushi Bars, Japanese",Restaurants,$$
Bud's Coffee Bar,Coffee & Tea,Food,$
Imagine Cinemas,Cinema,Arts & Entertainment,
Il Ponte Cucina Italiana,Italian,Restaurants,$$$
Seoul Restaurant,"Asian Fusion, Korean",Restaurants,$
Pinky Nails,"Skin Care, Nail Salons, Massage",Beauty & Spas,$$
Portici,"Pizza, Cafes, Italian",Restaurants,$$
Double Sushi,"Sushi Bars, Japanese",Restaurants,$$
Lebanon Express,Middle Eastern,Restaurants,$
Bob's Bulgogi,Korean,Restaurants,$
Oyshi Sushi,Sushi Bars,Restaurants,$$
Local Kitchen & Winebar,"Wine Bars, Canadian (New), Italian","Restaurants,Bars",$$$
Hush Von Osafo,Shopping,,$$$
Made In China Hot Pot,"Breakfast & Brunch, Chinese, Hot Pot",Restaurants,$$
dbar,Lounges,Bars,$$$
Hollywood Cone,Ice Cream & Frozen Yogurt,Food,$$
Krepesz Cafe & Bar,"Creperies, Cafes",Restaurants,$$
The Goodman Pub & Kitchen,American (Traditional),Restaurants,$$
Big House Pizza,Pizza,Restaurants,$$
Inakaya,"Sushi Bars, Japanese",Restaurants,$$$
The Dog's Bollocks,"Canadian (New), Karaoke, Pubs","Restaurants,Bars,Nightlife",$$
Bolan Thai Cuisine,"Thai, Desserts, Noodles","Restaurants,Food",$$
Grill Gate,"Canadian (New), Burgers, Sandwiches",Restaurants,$$
Rodeo Brazilian Steakhouse,"Steakhouses, Barbeque",Restaurants,$$$
Scallywags,Pubs,Bars,$$
Gong Cha Tea,"Tea Rooms, Cafes","Restaurants,Food",$
Ella's Uncle,"Coffee & Tea, Bakeries",Food,$
Tich Modern Indian Cuisine,"Indian, Pakistani, Cocktail Bars","Restaurants,Bars",$$
Zeal Burgers,Burgers,Restaurants,$$
Crepe TO,Creperies,Restaurants,$$
Hair Story,Hair Salons,Beauty & Spas,$$
The Churchmouse: A Firkin Pub,"British, Pubs","Restaurants,Bars",$$
Toby's Pub and Eatery,Canadian (New),Restaurants,$$
The Royal Chinese Restaurant,Chinese,Restaurants,$$
Andrea's Gerrard Street Bakery,Bakeries,Food,$$
ZenQ Desserts,Desserts,Food,$$
East Side Mario's,"American (Traditional), Pizza, Italian",Restaurants,$$
The Comrade,"Lounges, Canadian (New)","Restaurants,Bars",$$
Union Pearson Express,Public Transportation,Transportation,
Real Canadian Superstore,Grocery,Food,$$
Super Point,"Bars, Pizza","Restaurants,Nightlife",$$
T-swirl Crêpe,Creperies,Restaurants,$
Joe Fresh,"Women's Clothing, Children's Clothing, Men's Clothing",Fashion,$$
